id,temperatura,umidade,pressao,velocidade_vento,precipitacao_chuva,tempo_chuva,intensidade_chuva,ponto_orvalho,latitude,longitude,data_hora,historico_alagamento,solo,bairro,precipitacao_diaria,precipitacao_acumulada
937,15.83,86,1021,4.12,0,0,"algumas nuvens",13.49,-23.515056,-46.653688,"2024-09-18 04:01:09",0,NULL,"Casa Verde",0,0
938,16.34,89,1018,3.6,0,0,névoa,14.52,-23.515056,-46.653688,"2024-09-19 06:39:46",0,NULL,"Casa Verde",0,0
939,18.08,94,1016,1.03,0,0,nublado,17.1,-23.515056,-46.653688,"2024-09-20 01:42:17",0,NULL,"Casa Verde",0,0
940,18,68,1020,2.06,0,0,"céu limpo",12.01,-23.515056,-46.653688,"2024-09-01 08:10:43",0,NULL,"Casa Verde",0,0
941,18.94,76,1017,3.6,0,0,"céu limpo",14.62,-23.515056,-46.653688,"2024-09-02 07:27:53",0,NULL,"Casa Verde",0,0
942,27.85,32,1015,3.6,0,0,"céu limpo",9.65,-23.515056,-46.653688,"2024-09-03 18:00:15",0,NULL,"Casa Verde",0,0
943,19.24,83,1016,0.51,0,0,"céu limpo",16.28,-23.515056,-46.653688,"2024-09-04 05:12:12",0,NULL,"Casa Verde",0,0
944,24.27,42,1016,5.66,0,0,"céu limpo",10.55,-23.515056,-46.653688,"2024-09-05 00:12:55",0,NULL,"Casa Verde",0,0
945,16.48,83,1021,4.12,0,0,nublado,13.59,-23.515056,-46.653688,"2024-09-06 08:24:21",0,NULL,"Casa Verde",0,0
946,26.05,44,1017,0,0,0,"nuvens dispersas",12.86,-23.515056,-46.653688,"2024-09-07 19:04:42",0,NULL,"Casa Verde",0,0
947,33.05,26,1018,1.54,0,0,"nuvens dispersas",11,-23.515056,-46.653688,"2024-09-08 13:43:14",0,NULL,"Casa Verde",0,0
948,27,47,1020,1.54,0,0,neblina,14.74,-23.515056,-46.653688,"2024-09-09 09:41:12",0,NULL,"Casa Verde",0,0
949,24.74,48,1015,1.54,0,0,nublado,13,-23.515056,-46.653688,"2024-09-10 20:37:32",0,NULL,"Casa Verde",0,0
950,20.86,63,1014,1.54,0,0,nublado,13.56,-23.515056,-46.653688,"2024-09-11 03:31:39",0,NULL,"Casa Verde",0,0
951,31.29,21,1014,2.57,0,0,"céu limpo",6.38,-23.515056,-46.653688,"2024-09-12 18:22:11",0,NULL,"Casa Verde",0,0
952,28.08,32,1017,4.12,0,0,neblina,9.85,-23.515056,-46.653688,"2024-09-13 10:21:35",0,NULL,"Casa Verde",0,0
953,27.8,44,1017,2.57,0,0,"céu limpo",14.44,-23.515056,-46.653688,"2024-09-14 10:50:03",0,NULL,"Casa Verde",0,0
954,18.39,87,1018,6.69,0,3,nublado,16.19,-23.515056,-46.653688,"2024-09-15 17:11:19",0,NULL,"Casa Verde",0,0.1
955,16.32,90,1021,3.6,0.23,4,"chuva leve",14.68,-23.515056,-46.653688,"2024-09-16 13:37:37",0,NULL,"Casa Verde",0,2.62
956,15.28,84,1023,5.66,0,0,nublado,12.6,-23.515056,-46.653688,"2024-09-17 19:35:34",0,NULL,"Casa Verde",0,0
957,15.81,87,1023,4.12,0,0,nublado,13.65,-23.515056,-46.653688,"2024-09-18 01:22:09",0,NULL,"Casa Verde",0,0
958,20.85,72,1018,2.06,0,0,"algumas nuvens",15.62,-23.515056,-46.653688,"2024-09-19 11:13:57",0,NULL,"Casa Verde",0,0
959,32,37,1011,5.66,0,0,"céu limpo",15.5,-23.515056,-46.653688,"2024-09-20 14:08:37",0,NULL,"Casa Verde",0,0
